Date,User,Rig #,File,Ephys,Trans,Morph,Pilot,Pilot Details,cell type,Slice on rig time,Time,Time to Entire-Cell,Region,Layer,Depth (um),Slice (Lims ID?),Slice health,Slice notes,"Location (x,y coordinates?)",extraction pressure applied (mbar),retraction pressure applied (mbar),Post patch?,Post patch pipette R,Nucleus sucked in?,Volume (uL),Notes,Time spent extracting cytosol,Time spent retracting pipette,patch duration,Ephys protocol,Rheobase,Pipette size (MOhm),Vm,Breakin Ra,Ephys notes,aCSF date,Internal version,Takara RNAse inhibitor,Biocytin,Tube_ID,Well ID #,Lims tube id,Lims tube id,Smarter_ID,Picogreen conc. (pg/uL),Picogreen yield (pg),BA total conc. (pg/uL),BA total yield (pg),BA conc. <400 (pg/uL),BA conc. >400 (pg/uL),Ratio >400/total,SM_QC,PCR cycles,>400 normalized to 21 pcr cycles,SM_QC_PF,Batch,Resolution index,Cluster,Res index pctl.,Total reads,mRNA reads,%mRNA,Genes detected,Biocytin Well,Barcode,Atlas Region,distance to edge,Plate,20x status,20x LIMS link,63x go no go,63x QC,Confidence,Bad dates,Notes,
170123,P1,5,Nos1-CreERT2;Ai14-294353.03.01.03,x,,n,2nd Pipette,aCSF III,tdt+,10:28,11:35,0.866666667,V1,,50.1,Nos1-CreERT2;Ai14-294353.03.01,3,,most lateral,83,,Outside-Out,,,1,,2.3,,12.5,,110,5.5,-71,26,,170120,IVSCC,0,0.5,3,,P1S4_170123_003_A01,P1S4_170123_003_A01,PSM012617.24,,,89.1,,25,64,0.72,fail,18,512,fail,,,,,,,,,BIOCYTIN_170131_02_A01,539017103,,,,qc,http://lims2/focal_plane_image_series?id=569263867,,,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.05.01.01,x,,y,2nd Pipette,aCSF III,tdt+,13:16,13:24,1.25,V1,,72.7,Nos1-CreERT2;Ai14-294353.05.01,4,,most medial,82,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.366666667,,12.23333333,,10,5.5,-53,17,,170120,IVSCC,0,0.5,4,EPhys_170123_02_A06_M,P1S4_170123_004_A01,P1S4_170123_004_A01,PSM012617.25,,,83.7,,24,60,0.71,fail,18,480,fail,,,,,,,,,BIOCYTIN_170131_02_A06,539016183,,,,qc,http://lims2/focal_plane_image_series?id=569264391,,,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.05.01.02,x,,n,2nd Pipette,aCSF III,tdt+,13:16,14:01,1.066666667,V1,,,Nos1-CreERT2;Ai14-294353.05.01,4,,more lateral,80,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.433333333,,13.43333333,,60,4.8,-68,13,,170120,IVSCC,0,0.5,5,,P1S4_170123_005_A01,P1S4_170123_005_A01,PSM012617.26,,,128.3,,48,80,0.62,fail,18,640,fail,,,,,,,,,BIOCYTIN_170131_02_A06,539016183,,,,qc,http://lims2/focal_plane_image_series?id=569264391,,,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.05.01.03,x,,n,2nd Pipette,aCSF III,tdt+,13:16,14:43,1.283333333,V1,,82.3,Nos1-CreERT2;Ai14-294353.05.01,3,,more lateral,80,,Outside-Out,,,1,Fluorescence in Pipette,2.266666667,,12.35,,40,6.2,-41,13,,170120,IVSCC,0,0.5,6,,P1S4_170123_006_A01,P1S4_170123_006_A01,PSM012617.27,,,169,,90,79,0.47,fail,18,632,fail,,,,,,,,,BIOCYTIN_170131_02_A06,539016183,,,,qc,http://lims2/focal_plane_image_series?id=569264391,,,,,,
170123,P1,5,Nos1-CreERT2;Ai14-294353.05.01.04,?,,q,2nd Pipette,aCSF III,tdt+,13:16,15:10,1.2,V1,,83.4,Nos1-CreERT2;Ai14-294353.05.01,2,,most lateral,81,,Outside-Out,,,1,,2.416666667,,11.76666667,,,5.7,-48,29,,170120,IVSCC,0,0.5,7,,P1S4_170123_007_A01,P1S4_170123_007_A01,PSM012617.28,,,149.7,,70,79,0.53,fail,18,632,fail,,,,,,,,,BIOCYTIN_170131_02_A06,539016183,,,,qc,http://lims2/focal_plane_image_series?id=569264391,,,,,,
170123,P0,5,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,8,NA,P0S4_170123_008_A01,P0S4_170123_008_A01,PSM012617.29,,,784,,256,528,0.67,CNT,18,4224,cnt,,,,,,,,,,,,,,,,,,,,,
170123,P0,5,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,P0S4_170123_009_A01,P0S4_170123_009_A01,PSM012617.30,,,46.7,,10,37,0.79,CNT,18,296,cnt,,,,,,,,,,,,,,,,,,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.03.02.01,?,,n,2nd Pipette,aCSF III,tdt+,10:43,11:23,1.36666667,V1,,51.5,Nos1-CreERT2;Ai14-294353.03.02,3,,most medial,-80,,Outside-Out,,,1,Fluorescence in Pipette,2.1,,12.6333333,,90,5.3,-65,17,,170120,IVSCC,0,0.5,51,EPhys_170123_02_A03_M,P2S4_170123_051_A01,P2S4_170123_051_A01,PSM012617.31,,,70.6,,18,52,0.74,fail,18,416,fail,,,,,,,,,BIOCYTIN_170131_02_A03,539015447,,,,qc,http://lims2/focal_plane_image_series?id=569263962,,,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.04.02.01,x,,n,2nd Pipette,aCSF III,tdt+,12:14,12:33,1.51666667,V1,,56.9,Nos1-CreERT2;Ai14-294353.04.02,3,,most medial,-100,,Outside-Out,,,1,Fluorescence in Pipette,2.26666667,,12.9,,160,5.6,-76,19.5,,170120,IVSCC,0,0.5,52,EPhys_170123_02_A04_M,P2S4_170123_052_A01,P2S4_170123_052_A01,PSM012617.32,,,251.9,,149,103,0.41,fail,18,824,fail,,,,,,,,,BIOCYTIN_170131_02_A04,539015815,,,,qc,http://lims2/focal_plane_image_series?id=569263982,,,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.04.02.02,x,,n,2nd Pipette,aCSF III,tdt+,12:14,13:08,1.13333333,V1,,46.5,Nos1-CreERT2;Ai14-294353.04.02,4,,lateral to first cell,-120,,Outside-Out,,,1,Fluorescence in Pipette,2.13333333,,12.1666667,,110,4.8,-80,12,,170120,IVSCC,0,0.5,53,,P2S4_170123_053_A01,P2S4_170123_053_A01,PSM012617.33,,,123,,20,103,0.84,fail,18,824,fail,,,,,,,,,BIOCYTIN_170131_02_A04,539015815,,,,qc,http://lims2/focal_plane_image_series?id=569263982,,,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.04.02.03,x,x,n,2nd Pipette,aCSF III,tdt+,12:14,13:43,4.8,V1,,85.4,Nos1-CreERT2;Ai14-294353.04.02,3,,more lateral,-80,,Partial-Nucleus,,,1,Cell Dimmed,2.2,,11.5333333,,20,4.3,-57,10.5,,170120,IVSCC,0,0.5,54,,P2S4_170123_054_A01,P2S4_170123_054_A01,PSM012617.34,,,183.4,,45,138,0.75,salvage,18,1104,pass,,,,,,,,,BIOCYTIN_170131_02_A04,539015815,,,,qc,http://lims2/focal_plane_image_series?id=569263982,,,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.05.02.01,x,,n,2nd Pipette,aCSF III,tdt+,14:50,15:05,2.1,V1,,42.2,Nos1-CreERT2;Ai14-294353.05.02,4,,most medial,-100,,Outside-Out,,,1,Fluorescence in Pipette,2.08333333,,12.4833333,,140,5.7,-73,18,,170120,IVSCC,0,0.5,55,EPhys_170123_02_B01_M,P2S4_170123_055_A01,P2S4_170123_055_A01,PSM012617.35,,,142.9,,72,71,0.49,fail,18,568,fail,,,,,,,,,BIOCYTIN_170131_02_B01,539016367,,,,qc,http://lims2/focal_plane_image_series?id=569264745,,,,,,
170123,P2,7,Nos1-CreERT2;Ai14-294353.05.02.02,x,,y,2nd Pipette,aCSF III,tdt+,14:50,15:37,1.4,V1,,58.9,Nos1-CreERT2;Ai14-294353.05.02,4,,lateral to first cell,-120,,Nucleated,,,1,"Fluorescence in Pipette,Cell Dimmed",2.33333333,,13.2666667,,110,5.4,-62,16,,170120,IVSCC,0,0.5,56,,P2S4_170123_056_A01,P2S4_170123_056_A01,PSM012617.36,,,106.8,,34,73,0.68,fail,18,584,fail,,,,,,,,,BIOCYTIN_170131_02_B01,539016367,,,,qc,http://lims2/focal_plane_image_series?id=569264745,,,,,,
170123,P0,7,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,59,NA,P0S4_170123_059_A01,P0S4_170123_059_A01,PSM012617.37,,,160.1,,80,80,0.5,CNT,18,640,cnt,,,,,,,,,,,,,,,,,,,,,
170123,P0,7,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,P0S4_170123_060_A01,P0S4_170123_060_A01,PSM012617.38,,,44.6,,7,38,0.85,CNT,18,304,cnt,,,,,,,,,,,,,,,,,,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.02.01.01,x,,z,Other,,tdt+,10:26,10:52,1.08333333,V1,,62.9,Nos1-CreERT2;Ai14-294353.02.01,3,,between 1st and 2nd slice,-85,,Outside-Out,,,1,Fluorescence in Pipette,2.53333333,,11.5666667,,60,4.3,-78,5,Training/Practice,170120,IVSCC,0,0.5,251,EPhys_170123_02_A02_M,P6S4_170123_251_A01,P6S4_170123_251_A01,PSM012617.39,,,50.3,,17,33,0.65,fail,18,264,fail,,,,,,,,,BIOCYTIN_170131_02_A02,539017287,,,,qc,http://lims2/focal_plane_image_series?id=569263905,,,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.02.01.02,x,,z,Other,,tdt+,10:26,11:16,0.51666667,V1,,30.5,Nos1-CreERT2;Ai14-294353.02.01,3,,right of 2nd string,-85,,Nucleated,,,1,Fluorescence in Pipette,2.18333333,,9.73333333,,130,5.4,-76,11.2,Training/Practice,170120,IVSCC,0,0.5,252,,P6S4_170123_252_A01,P6S4_170123_252_A01,PSM012617.40,,,184.8,,86,99,0.54,fail,18,792,fail,,,,,,,,,BIOCYTIN_170131_02_A02,539017287,,,,qc,http://lims2/focal_plane_image_series?id=569263905,,,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.04.01.01,x,,n,Other,,tdt+,13:01,13:09,0.98333333,V1,,34,Nos1-CreERT2;Ai14-294353.04.01,4,,L2/3 right of 1st harp string,-90,,Nucleated,,,1,Fluorescence in Pipette,2.01666667,,9.66666667,,90,5.2,-70,11,Training/Practice,170120,IVSCC,0,0.5,253,EPhys_170123_02_A05_M,P6S4_170123_253_A01,P6S4_170123_253_A01,PSM012617.41,,,80.8,,22,59,0.73,fail,18,472,fail,,,,,,,,,BIOCYTIN_170131_02_A05,539015999,,,,qc,http://lims2/focal_plane_image_series?id=569264103,,,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.04.01.02,x,,n,Other,,tdt+,13:01,14:00,1.93333333,V1,,,Nos1-CreERT2;Ai14-294353.04.01,2,,right of 2nd harp string,-80,,No-Seal,,,1,Fluorescence in Pipette,2.55,,6.85,,230,4,-62,18.5,"Cell Depolarized,Training/Practice",170120,IVSCC,0,0.5,254,,P6S4_170123_254_A01,P6S4_170123_254_A01,PSM012617.42,,,32.3,,2,31,0.95,fail,18,248,fail,,,,,,,,,BIOCYTIN_170131_02_A05,539015999,,,,qc,http://lims2/focal_plane_image_series?id=569264103,,,,,,
170123,P6,6,Nos1-CreERT2;Ai14-294353.04.01.03,?,,n,Other,,tdt+,13:01,14:20,1.03333333,V1,,45,Nos1-CreERT2;Ai14-294353.04.01,2,,left of 3rd string L5,-80,,No-Seal,,,1,Fluorescence in Pipette,2.7,,7.2,,,5,-60,13,"Patch/Cell Unstable,Patch Became Leaky,Cell Depolarized,Training/Practice",170120,IVSCC,0,0.5,255,,P6S4_170123_255_A01,P6S4_170123_255_A01,PSM012617.43,,,89.5,,32,57,0.64,fail,18,456,fail,,,,,,,,,BIOCYTIN_170131_02_A05,539015999,,,,qc,http://lims2/focal_plane_image_series?id=569264103,,,,,,
170123,P0,6,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,256,NA,P0S4_170123_256_A01,P0S4_170123_256_A01,PSM012617.44,,,37.5,,2,36,0.95,CNT,18,288,cnt,,,,,,,,,,,,,,,,,,,,,
170123,P0,6,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,P0S4_170123_257_A01,P0S4_170123_257_A01,PSM012617.45,,,42.2,,7,35,0.83,CNT,18,280,cnt,,,,,,,,,,,,,,,,,,,,,
170123,P0,,blank control,,,,,,,,16:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,,P0S4_170123_995_A01,P0S4_170123_995_A01,PSM012617.46,,,29,,0,29,0.99,CNT,18,232,cnt,,,,,,,,,,,,,,,,,,,,,
170123,P0,,cortical tissue control,,,,,,,,10:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,P0S4_170123_996_A01,P0S4_170123_996_A01,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,
170123,P0,,cortical tissue control,,,,,,,,16:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,,P0S4_170123_997_A01,P0S4_170123_997_A01,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,
170123,P0,,internal control,,,,,,,,16:12,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,998,,P0S4_170123_998_A01,P0S4_170123_998_A01,PSM012617.47,,,80.1,,15,65,0.82,CNT,18,520,cnt,,,,,,,,,,,,,,,,,,,,,
170123,P0,,aCSF (slice carousel) control,,,,,,,,16:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,P0S4_170123_999_A01,P0S4_170123_999_A01,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,
170124,P1,5,Rorb-IRES2-Cre;Ai14-294983.04.01.01,x,,n,2nd Pipette,aCSF III,tdt+,12:19,12:29,0.633333333,V2,,45.3,Rorb-IRES2-Cre;Ai14-294983.04.01,4,,most medial,80,,Outside-Out,,,1,Cell Dimmed,2.283333333,,11.81666667,,40,3.5,-71,7,,170123,IVSCC,0,0.5,1,EPhys_170123_02_B02_M,P1S4_170124_001_A01,P1S4_170124_001_A01,PSM013017.06,,,140,,49,91,0.65,fail,18,728,fail,,,,,,,,,BIOCYTIN_170131_02_B02,539015633,,,,qc,http://lims2/focal_plane_image_series?id=569265238,,,,,,
170124,P1,5,Rorb-IRES2-Cre;Ai14-294983.04.01.02,x,x,n,2nd Pipette,aCSF III,tdt+,12:19,12:57,0.833333333,V1,,43.6,Rorb-IRES2-Cre;Ai14-294983.04.01,4,,more lateral,81,,Nucleated,,,1,Cell Dimmed,2.433333333,,12.06666667,,20,3.2,-67,8,,170123,IVSCC,0,0.5,2,,P1S4_170124_002_A01,P1S4_170124_002_A01,PSM013017.07,,,237.4,,79,158,0.67,salvage,18,1264,pass,,,,,,,,,BIOCYTIN_170131_02_B02,539015633,,,,qc,http://lims2/focal_plane_image_series?id=569265238,,,,,,
170124,P1,5,Rorb-IRES2-Cre;Ai14-294983.03.02.01,x,,n,2nd Pipette,aCSF III,tdt+,14:21,14:47,2.433333333,V1,,41.1,Rorb-IRES2-Cre;Ai14-294983.03.02,3,,most medial,83,,No-Seal,,,1,Fluorescence in Pipette,2.316666667,,12.26666667,,,5.4,-45,27,,170123,IVSCC,0,0.5,3,EPhys_170123_02_B04_M,P1S4_170124_003_A01,P1S4_170124_003_A01,PSM013017.08,,,2,,1,1,0.5,fail,18,8,fail,,,,,,,,,BIOCYTIN_170131_02_B04,539016001,,,,qc,http://lims2/focal_plane_image_series?id=569265365,,,,,,
170124,P1,5,Rorb-IRES2-Cre;Ai14-294983.03.02.02,x,,y,2nd Pipette,aCSF III,tdt+,14:21,15:08,0.633333333,V1,,44.9,Rorb-IRES2-Cre;Ai14-294983.03.02,3,,more lateral,79,,Outside-Out,,,1,Cell Dimmed,2.4,,12.78333333,,,5.3,-74,16,,170123,IVSCC,0,0.5,4,,P1S4_170124_004_A01,P1S4_170124_004_A01,PSM013017.09,,,105.8,,30,76,0.72,fail,18,608,fail,,,,,,,,,BIOCYTIN_170131_02_B04,539016001,,,,qc,http://lims2/focal_plane_image_series?id=569265365,,,,,,
170124,P1,5,Rorb-IRES2-Cre;Ai14-294983.03.02.03,x,,y,2nd Pipette,aCSF III,tdt+,14:21,15:28,0.6,V1,,38.9,Rorb-IRES2-Cre;Ai14-294983.03.02,3,,most lateral,82,,Outside-Out,,,1,Cell Dimmed,2.266666667,,12.55,,60,5,-79,14,,170123,IVSCC,0,0.5,5,,P1S4_170124_005_A01,P1S4_170124_005_A01,PSM013017.10,,,170.8,,62,109,0.64,fail,18,872,fail,,,,,,,,,BIOCYTIN_170131_02_B04,539016001,,,,qc,http://lims2/focal_plane_image_series?id=569265365,,,,,,
170124,P0,5,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,6,NA,P0S4_170124_006_A01,P0S4_170124_006_A01,PSM013017.11,,,109.7,,28,81,0.74,CNT,18,648,cnt,,,,,,,,,,,,,,,,,,,,,
170124,P0,5,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,P0S4_170124_007_A01,P0S4_170124_007_A01,PSM013017.12,,,202.6,,67,136,0.67,CNT,18,1088,cnt,,,,,,,,,,,,,,,,,,,,,
170124,P2,7,Rorb-IRES2-Cre;Ai14-294983.03.01.01,?,,y,2nd Pipette,aCSF III,tdt+,10:35,11:24,1.06666667,V1,,45.5,Rorb-IRES2-Cre;Ai14-294983.03.01,3,,most medial,-80,,No-Seal,,,1,,2.1,,12.8166667,,50,5.1,-62,21,,170123,IVSCC,0,0.5,51,EPhys_170123_02_B03_M,P2S4_170124_051_A01,P2S4_170124_051_A01,PSM013017.13,,,183.7,,71,113,0.62,fail,18,904,fail,,,,,,,,,BIOCYTIN_170131_02_B03,539015817,,,,qc,http://lims2/focal_plane_image_series?id=569265343,,,,,,
170124,P2,7,Rorb-IRES2-Cre;Ai14-294983.03.01.02,x,,n,2nd Pipette,aCSF III,tdt+,10:35,11:56,1.53333333,V1,,41.5,Rorb-IRES2-Cre;Ai14-294983.03.01,3,,lateral to first cell,-100,,Outside-Out,,,1,Fluorescence in Pipette,2.13333333,,12.4,,50,5.1,-60,11,,170123,IVSCC,0,0.5,52,,P2S4_170124_052_A01,P2S4_170124_052_A01,PSM013017.14,,,127.6,,57,71,0.56,fail,18,568,fail,,,,,,,,,BIOCYTIN_170131_02_B03,539015817,,,,qc,http://lims2/focal_plane_image_series?id=569265343,,,,,,
170124,P2,7,Rorb-IRES2-Cre;Ai14-294983.03.01.03,x,x,n,2nd Pipette,aCSF III,tdt+,10:35,12:31,0.9,V1,,30,Rorb-IRES2-Cre;Ai14-294983.03.01,3,,more lateral,-120,,Outside-Out,,,1,Fluorescence in Pipette,2.13333333,,12.4666667,,60,4.8,-78,12,,170123,IVSCC,0,0.5,53,,P2S4_170124_053_A01,P2S4_170124_053_A01,PSM013017.15,,,397.3,,143,255,0.64,salvage,18,2040,pass,,,,,,,,,BIOCYTIN_170131_02_B03,539015817,,,,qc,http://lims2/focal_plane_image_series?id=569265343,,,,,,
170124,P2,7,Rorb-IRES2-Cre;Ai14-294983.03.01.04,x,x,n,2nd Pipette,aCSF III,tdt+,10:35,13:15,1.01666667,V1,,61.4,Rorb-IRES2-Cre;Ai14-294983.03.01,3,,most lateral,-80,,No-Seal,,,1,Fluorescence in Pipette,2.1,,12.8666667,,90,5.8,-69,10.5,Access Resistance Increased,170123,IVSCC,0,0.5,54,,P2S4_170124_054_A01,P2S4_170124_054_A01,PSM013017.16,,,170,,50,120,0.7,pass,18,960,pass,,,,,,,,,BIOCYTIN_170131_02_B03,539015817,,,,qc,http://lims2/focal_plane_image_series?id=569265343,,,,,,
170124,P2,7,Rorb-IRES2-Cre;Ai14-294983.04.02.01,x,,y,2nd Pipette,aCSF III,tdt+,14:56,15:13,2.21666667,V1,,63.2,Rorb-IRES2-Cre;Ai14-294983.04.02,3,,most medial,-100,,Outside-Out,,,1,Cell Dimmed,2.11666667,,12.2166667,,90,5.2,-72,10,,170123,IVSCC,0,0.5,55,EPhys_170123_02_B05_M,P2S4_170124_055_A01,P2S4_170124_055_A01,PSM013017.17,,,440.9,,279,162,0.37,fail,18,1296,fail,,,,,,,,,BIOCYTIN_170131_02_B05,539014713,,,,qc,http://lims2/focal_plane_image_series?id=569265385,,,,,,
170124,P2,7,Rorb-IRES2-Cre;Ai14-294983.04.02.02,x,,y,2nd Pipette,aCSF III,tdt+,14:56,15:45,1.16666667,V1,,39.1,Rorb-IRES2-Cre;Ai14-294983.04.02,4,,lateral to first cell,-120,,Outside-Out,,,1,Cell Dimmed,2.35,,13.3666667,,70,5.2,-73,18,Rheobase Changed,170123,IVSCC,0,0.5,56,,P2S4_170124_056_A01,P2S4_170124_056_A01,PSM013017.18,,,157.7,,70,88,0.56,fail,18,704,fail,,,,,,,,,BIOCYTIN_170131_02_B05,539014713,,,,qc,http://lims2/focal_plane_image_series?id=569265385,,,,,,
170124,P0,7,pipette in tissue control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,57,NA,P0S4_170124_057_A01,P0S4_170124_057_A01,PSM013017.19,,,225.3,,96,130,0.58,CNT,18,1040,cnt,,,,,,,,,,,,,,,,,,,,,
170124,P0,7,aCSF (bath) control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,P0S4_170124_058_A01,P0S4_170124_058_A01,PSM013017.20,,,59.8,,9,51,0.85,CNT,18,408,cnt,,,,,,,,,,,,,,,,,,,,,
170124,P0,,blank control,,,,,,,,16:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,,P0S4_170124_995_A01,P0S4_170124_995_A01,PSM013017.21,,,82.7,,22,61,0.73,CNT,18,488,cnt,,,,,,,,,,,,,,,,,,,,,
170124,P0,,cortical tissue control,,,,,,,,12:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,,P0S4_170124_996_A01,P0S4_170124_996_A01,PSM013017.22,,,297.2,,10,287,0.97,CNT,18,2296,cnt,,,,,,,,,,,,,,,,,,,,,
170124,P0,,cortical tissue control,,,,,,,,16:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,,P0S4_170124_997_A01,P0S4_170124_997_A01,PSM013017.23,,,247.9,,17,231,0.93,CNT,18,1848,cnt,,,,,,,,,,,,,,,,,,,,,
170124,P0,,internal control,,,,,,,,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,IVSCC,0,0.5,998,,P0S4_170124_998_A01,P0S4_170124_998_A01,PSM013017.24,,,26.2,,0,26,1,CNT,18,208,cnt,,,,,,,,,,,,,,,,,,,,,
170124,P0,,aCSF (slice carousel) control,,,,,,,,16:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,P0S4_170124_999_A01,P0S4_170124_999_A01,PSM013017.25,,,205.8,,140,66,0.32,CNT,18,528,cnt,,,,,,,,,,,,,,,,,,,,,
170125,P1,5,Rorb-IRES2-Cre;Ai14-294984.03.01.01,x,,y,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,10:24,10:34,0.7,V1,,41.8,Rorb-IRES2-Cre;Ai14-294984.03.01,4,,most medial,82,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.266666667,,12.28333333,,50,5.3,-84,19,,170124,IVSCC,0,0.5,1,EPhys_170123_02_B06_M,P1S4_170125_001_A01,P1S4_170125_001_A01,PSM013017.26,,,116.9,,35,82,0.7,fail,18,656,fail,,,,,,,,,BIOCYTIN_170131_02_B06,539014897,,,,qc,http://lims2/focal_plane_image_series?id=569265414,,,,,,
170125,P1,5,Rorb-IRES2-Cre;Ai14-294984.03.01.02,x,,y,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,10:24,10:56,0.816666667,V1,,51.6,Rorb-IRES2-Cre;Ai14-294984.03.01,4,,more lateral,80,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.216666667,,12.26666667,,60,5.3,-77,12,,170124,IVSCC,0,0.5,2,,P1S4_170125_002_A01,P1S4_170125_002_A01,PSM013017.27,,,137.6,,67,71,0.51,fail,18,568,fail,,,,,,,,,BIOCYTIN_170131_02_B06,539014897,,,,qc,http://lims2/focal_plane_image_series?id=569265414,,,,,,
170125,P1,5,Rorb-IRES2-Cre;Ai14-294984.03.01.03,x,,y,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,10:24,11:15,0.65,V1,,34.9,Rorb-IRES2-Cre;Ai14-294984.03.01,4,,more lateral,81,,Outside-Out,,,1,Cell Dimmed,2.233333333,,12.45,,60,5.4,-73,10,,170124,IVSCC,0,0.5,3,,P1S4_170125_003_A01,P1S4_170125_003_A01,PSM013017.28,,,246,,93,153,0.62,fail,18,1224,fail,,,,,,,,,BIOCYTIN_170131_02_B06,539014897,,,,qc,http://lims2/focal_plane_image_series?id=569265414,,,,,,
170125,P1,5,Rorb-IRES2-Cre;Ai14-294984.03.01.04,x,,y,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,10:24,11:51,0.733333333,V1,,55.3,Rorb-IRES2-Cre;Ai14-294984.03.01,4,,most lateral,80,,Outside-Out,,,1,"Fluorescence in Pipette,Cell Dimmed",2.283333333,,12.16666667,,30,5.3,-65,13,,170124,IVSCC,0,0.5,4,,P1S4_170125_004_A01,P1S4_170125_004_A01,PSM013017.29,,,190.2,,85,105,0.55,fail,18,840,fail,,,,,,,,,BIOCYTIN_170131_02_B06,539014897,,,,qc,http://lims2/focal_plane_image_series?id=569265414,,,,,,
170125,P1,5,Rorb-IRES2-Cre;Ai14-294984.05.01.01,x,x,y,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:44,13:56,1.55,V1,,43.2,Rorb-IRES2-Cre;Ai14-294984.05.01,3,,most medial,80,,Outside-Out,,,1,Cell Dimmed,2.266666667,,12.63333333,,30,5.9,-68,34,,170124,IVSCC,0,0.5,5,EPhys_170123_02_C03_M,P1S4_170125_005_A01,P1S4_170125_005_A01,PSM013017.30,,,254.2,,93,161,0.63,pass,18,1288,pass,,,,,,,,,BIOCYTIN_170131_02_C03,539015449,,,,qc,http://lims2/focal_plane_image_series?id=569265584,,,,,,
170125,P1,5,Rorb-IRES2-Cre;Ai14-294984.05.01.02,x,x,y,2nd Pipette,aCSF III with 1.0 U RNase Inhibitor,tdt+,13:44,14:19,0.683333333,V1,,45.6,Rorb-IRES2-Cre;Ai14-294984.05.01,4,,more lateral,82,,Nucleated,,,1,Cell Dimmed,2.25,,11.95,,40,5,-69,20,,170124,IVSCC,0,0.5,6,,P1S4_170125_006_A01,P1S4_170125_006_A01,PSM013017.31,,,169.1,,35,134,0.79,pass,18,1072,pass,,,,,,,,,BIOCYTIN_170131_02_C03,539015449,,,,qc,http://lims2/focal_plane_image_series?id=569265584,,,,,,
